domain,case_or_scenario,service,control_id,surface,label,action,required_profile,success_state,blocked_state,audit_event
PASS_TRANSMISSION,PT-005,Pass Transmission,DEV_SET_PROFILE,DEV_TOOLS,Profil d’accès,SET_PROFILE,GUEST,PROFILE_CHANGED,,DEV_PROFILE_CHANGED
PASS_TRANSMISSION,PT-005,Pass Transmission,NAV_OPPORTUNITIES,GLOBAL_NAV,Entreprises à céder,NAVIGATE_REFERENCE,GUEST,TAB_OVERVIEW,,NAVIGATION
PASS_TRANSMISSION,PT-005,Pass Transmission,NAV_BUYERS,GLOBAL_NAV,Repreneurs,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-005,Pass Transmission,NAV_SERVICES,GLOBAL_NAV,Services,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-005,Pass Transmission,NAV_RESOURCES,GLOBAL_NAV,Ressources,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-005,Pass Transmission,NAV_ABOUT,GLOBAL_NAV,À propos,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-005,Pass Transmission,BACK_TO_OPPORTUNITIES,DEAL_DETAIL,Retour aux opportunités,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-005,Pass Transmission,DOCUMENT_SEARCH,DOCUMENTS,Rechercher un document,FILTER_INPUT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-005,Pass Transmission,DOCUMENT_FOLDER_FILTER,DOCUMENTS,Filtrer par dossier,FILTER_SELECT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-005,Pass Transmission,QA_STATUS_FILTER,QA,Filtrer les Q&R,FILTER_SELECT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-005,Pass Transmission,VDR_BACK,VDR,Retour au dossier,CLOSE_VDR,AUTHORIZED,TAB_OVERVIEW,,VDR_CLOSED
PASS_TRANSMISSION,PT-005,Pass Transmission,VDR_SEARCH,VDR,Rechercher dans la VDR,FILTER_INPUT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-005,Pass Transmission,VDR_SELECT_FOLDER,VDR,Sélectionner un dossier,SELECT_FOLDER,AUTHORIZED,VDR_FOLDER_SELECTED,,VDR_FOLDER_SELECTED
PASS_TRANSMISSION,PT-005,Pass Transmission,VDR_SELECT_DOCUMENT,VDR,Sélectionner un document,SELECT_DOCUMENT,AUTHORIZED,DOCUMENT_VIEWER,,DOCUMENT_VIEWED
PASS_TRANSMISSION,PT-005,Pass Transmission,MODAL_CLOSE,MODAL,Fermer,CLOSE_MODAL,GUEST,MODAL_CLOSED,,MODAL_CLOSED
PASS_TRANSMISSION,PT-005,Pass Transmission,QUESTION_SUBMIT,QA,Créer la question,SUBMIT_QUESTION,AUTHORIZED,QUESTION_CREATED,,QUESTION_CREATED
PASS_TRANSMISSION,PT-005,Pass Transmission,QUESTION_TEXT_INPUT,QA,Texte de la question,INPUT_TEXT,AUTHORIZED,DRAFT_UPDATED,,QUESTION_TEXT_CHANGED
PASS_TRANSMISSION,PT-006,Pass Transmission,TAB_OVERVIEW,DEAL_DETAIL,Aperçu,SHOW_TAB,GUEST,TAB_OVERVIEW,,TAB_VIEWED
PASS_TRANSMISSION,PT-006,Pass Transmission,TAB_FINANCIALS,DEAL_DETAIL,Données financières,SHOW_TAB,AUTHORIZED,TAB_FINANCIALS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-006,Pass Transmission,TAB_TRANSACTION,DEAL_DETAIL,Transaction,SHOW_TAB,AUTHORIZED,TAB_TRANSACTION,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-006,Pass Transmission,TAB_RISKS,DEAL_DETAIL,Risques,SHOW_TAB,AUTHORIZED,TAB_RISKS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-006,Pass Transmission,TAB_DOCUMENTS,DEAL_DETAIL,Documents,SHOW_TAB,AUTHORIZED,TAB_DOCUMENTS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-006,Pass Transmission,TAB_QA,DEAL_DETAIL,Q&R,SHOW_TAB,AUTHORIZED,TAB_QA,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-006,Pass Transmission,OPEN_VDR,DEAL_DETAIL,Ouvrir la VDR,OPEN_VDR,AUTHORIZED,VDR_HOME,,VDR_OPEN_ATTEMPT
PASS_TRANSMISSION,PT-006,Pass Transmission,TOGGLE_FAVORITE,DEAL_DETAIL,Favoris,TOGGLE_FAVORITE,GUEST,FAVORITE_UPDATED,,FAVORITE_UPDATED
PASS_TRANSMISSION,PT-006,Pass Transmission,CONTACT_SELLER,DEAL_DETAIL,Contacter le cédant,REQUEST_CONTACT,AUTHORIZED,CONTACT_REQUESTED,,CONTACT_REQUEST_CREATED
PASS_TRANSMISSION,PT-006,Pass Transmission,EXPRESS_INTEREST,TRANSACTION,Manifester mon intérêt,EXPRESS_INTEREST,QUALIFIED,INTEREST_RECORDED,,INTEREST_RECORDED
PASS_TRANSMISSION,PT-006,Pass Transmission,REQUEST_MEETING,TRANSACTION,Demander une réunion management,REQUEST_MEETING,AUTHORIZED,MEETING_REQUESTED,,MEETING_REQUESTED
PASS_TRANSMISSION,PT-006,Pass Transmission,OPEN_DOCUMENT,DOCUMENTS,Ouvrir,OPEN_DOCUMENT,AUTHORIZED,DOCUMENT_VIEWER,,DOCUMENT_VIEWED
PASS_TRANSMISSION,PT-006,Pass Transmission,DOWNLOAD_DOCUMENT,VDR,Télécharger,DOWNLOAD_DOCUMENT,AUTHORIZED,DOWNLOAD_ALLOWED,DOWNLOAD_BLOCKED,DOWNLOAD_ATTEMPT
PASS_TRANSMISSION,PT-006,Pass Transmission,ASK_QUESTION,QA,Poser une question,ASK_QUESTION,AUTHORIZED,QUESTION_CREATED,,QUESTION_CREATED
PASS_TRANSMISSION,PT-006,Pass Transmission,DEV_SET_PROFILE,DEV_TOOLS,Profil d’accès,SET_PROFILE,GUEST,PROFILE_CHANGED,,DEV_PROFILE_CHANGED
PASS_TRANSMISSION,PT-006,Pass Transmission,NAV_OPPORTUNITIES,GLOBAL_NAV,Entreprises à céder,NAVIGATE_REFERENCE,GUEST,TAB_OVERVIEW,,NAVIGATION
PASS_TRANSMISSION,PT-006,Pass Transmission,NAV_BUYERS,GLOBAL_NAV,Repreneurs,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-006,Pass Transmission,NAV_SERVICES,GLOBAL_NAV,Services,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-006,Pass Transmission,NAV_RESOURCES,GLOBAL_NAV,Ressources,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-006,Pass Transmission,NAV_ABOUT,GLOBAL_NAV,À propos,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-006,Pass Transmission,BACK_TO_OPPORTUNITIES,DEAL_DETAIL,Retour aux opportunités,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-006,Pass Transmission,DOCUMENT_SEARCH,DOCUMENTS,Rechercher un document,FILTER_INPUT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-006,Pass Transmission,DOCUMENT_FOLDER_FILTER,DOCUMENTS,Filtrer par dossier,FILTER_SELECT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-006,Pass Transmission,QA_STATUS_FILTER,QA,Filtrer les Q&R,FILTER_SELECT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-006,Pass Transmission,VDR_BACK,VDR,Retour au dossier,CLOSE_VDR,AUTHORIZED,TAB_OVERVIEW,,VDR_CLOSED
PASS_TRANSMISSION,PT-006,Pass Transmission,VDR_SEARCH,VDR,Rechercher dans la VDR,FILTER_INPUT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-006,Pass Transmission,VDR_SELECT_FOLDER,VDR,Sélectionner un dossier,SELECT_FOLDER,AUTHORIZED,VDR_FOLDER_SELECTED,,VDR_FOLDER_SELECTED
PASS_TRANSMISSION,PT-006,Pass Transmission,VDR_SELECT_DOCUMENT,VDR,Sélectionner un document,SELECT_DOCUMENT,AUTHORIZED,DOCUMENT_VIEWER,,DOCUMENT_VIEWED
PASS_TRANSMISSION,PT-006,Pass Transmission,MODAL_CLOSE,MODAL,Fermer,CLOSE_MODAL,GUEST,MODAL_CLOSED,,MODAL_CLOSED
PASS_TRANSMISSION,PT-006,Pass Transmission,QUESTION_SUBMIT,QA,Créer la question,SUBMIT_QUESTION,AUTHORIZED,QUESTION_CREATED,,QUESTION_CREATED
PASS_TRANSMISSION,PT-006,Pass Transmission,QUESTION_TEXT_INPUT,QA,Texte de la question,INPUT_TEXT,AUTHORIZED,DRAFT_UPDATED,,QUESTION_TEXT_CHANGED
PASS_TRANSMISSION,PT-007,Pass Transmission,TAB_OVERVIEW,DEAL_DETAIL,Aperçu,SHOW_TAB,GUEST,TAB_OVERVIEW,,TAB_VIEWED
PASS_TRANSMISSION,PT-007,Pass Transmission,TAB_FINANCIALS,DEAL_DETAIL,Données financières,SHOW_TAB,AUTHORIZED,TAB_FINANCIALS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-007,Pass Transmission,TAB_TRANSACTION,DEAL_DETAIL,Transaction,SHOW_TAB,AUTHORIZED,TAB_TRANSACTION,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-007,Pass Transmission,TAB_RISKS,DEAL_DETAIL,Risques,SHOW_TAB,AUTHORIZED,TAB_RISKS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-007,Pass Transmission,TAB_DOCUMENTS,DEAL_DETAIL,Documents,SHOW_TAB,AUTHORIZED,TAB_DOCUMENTS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-007,Pass Transmission,TAB_QA,DEAL_DETAIL,Q&R,SHOW_TAB,AUTHORIZED,TAB_QA,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-007,Pass Transmission,OPEN_VDR,DEAL_DETAIL,Ouvrir la VDR,OPEN_VDR,AUTHORIZED,VDR_HOME,,VDR_OPEN_ATTEMPT
PASS_TRANSMISSION,PT-007,Pass Transmission,TOGGLE_FAVORITE,DEAL_DETAIL,Favoris,TOGGLE_FAVORITE,GUEST,FAVORITE_UPDATED,,FAVORITE_UPDATED
PASS_TRANSMISSION,PT-007,Pass Transmission,CONTACT_SELLER,DEAL_DETAIL,Contacter le cédant,REQUEST_CONTACT,AUTHORIZED,CONTACT_REQUESTED,,CONTACT_REQUEST_CREATED
PASS_TRANSMISSION,PT-007,Pass Transmission,EXPRESS_INTEREST,TRANSACTION,Manifester mon intérêt,EXPRESS_INTEREST,QUALIFIED,INTEREST_RECORDED,,INTEREST_RECORDED
PASS_TRANSMISSION,PT-007,Pass Transmission,REQUEST_MEETING,TRANSACTION,Demander une réunion management,REQUEST_MEETING,AUTHORIZED,MEETING_REQUESTED,,MEETING_REQUESTED
PASS_TRANSMISSION,PT-007,Pass Transmission,OPEN_DOCUMENT,DOCUMENTS,Ouvrir,OPEN_DOCUMENT,AUTHORIZED,DOCUMENT_VIEWER,,DOCUMENT_VIEWED
PASS_TRANSMISSION,PT-007,Pass Transmission,DOWNLOAD_DOCUMENT,VDR,Télécharger,DOWNLOAD_DOCUMENT,AUTHORIZED,DOWNLOAD_ALLOWED,DOWNLOAD_BLOCKED,DOWNLOAD_ATTEMPT
PASS_TRANSMISSION,PT-007,Pass Transmission,ASK_QUESTION,QA,Poser une question,ASK_QUESTION,AUTHORIZED,QUESTION_CREATED,,QUESTION_CREATED
PASS_TRANSMISSION,PT-007,Pass Transmission,DEV_SET_PROFILE,DEV_TOOLS,Profil d’accès,SET_PROFILE,GUEST,PROFILE_CHANGED,,DEV_PROFILE_CHANGED
PASS_TRANSMISSION,PT-007,Pass Transmission,NAV_OPPORTUNITIES,GLOBAL_NAV,Entreprises à céder,NAVIGATE_REFERENCE,GUEST,TAB_OVERVIEW,,NAVIGATION
PASS_TRANSMISSION,PT-007,Pass Transmission,NAV_BUYERS,GLOBAL_NAV,Repreneurs,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-007,Pass Transmission,NAV_SERVICES,GLOBAL_NAV,Services,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-007,Pass Transmission,NAV_RESOURCES,GLOBAL_NAV,Ressources,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-007,Pass Transmission,NAV_ABOUT,GLOBAL_NAV,À propos,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-007,Pass Transmission,BACK_TO_OPPORTUNITIES,DEAL_DETAIL,Retour aux opportunités,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-007,Pass Transmission,DOCUMENT_SEARCH,DOCUMENTS,Rechercher un document,FILTER_INPUT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-007,Pass Transmission,DOCUMENT_FOLDER_FILTER,DOCUMENTS,Filtrer par dossier,FILTER_SELECT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-007,Pass Transmission,QA_STATUS_FILTER,QA,Filtrer les Q&R,FILTER_SELECT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-007,Pass Transmission,VDR_BACK,VDR,Retour au dossier,CLOSE_VDR,AUTHORIZED,TAB_OVERVIEW,,VDR_CLOSED
PASS_TRANSMISSION,PT-007,Pass Transmission,VDR_SEARCH,VDR,Rechercher dans la VDR,FILTER_INPUT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-007,Pass Transmission,VDR_SELECT_FOLDER,VDR,Sélectionner un dossier,SELECT_FOLDER,AUTHORIZED,VDR_FOLDER_SELECTED,,VDR_FOLDER_SELECTED
PASS_TRANSMISSION,PT-007,Pass Transmission,VDR_SELECT_DOCUMENT,VDR,Sélectionner un document,SELECT_DOCUMENT,AUTHORIZED,DOCUMENT_VIEWER,,DOCUMENT_VIEWED
PASS_TRANSMISSION,PT-007,Pass Transmission,MODAL_CLOSE,MODAL,Fermer,CLOSE_MODAL,GUEST,MODAL_CLOSED,,MODAL_CLOSED
PASS_TRANSMISSION,PT-007,Pass Transmission,QUESTION_SUBMIT,QA,Créer la question,SUBMIT_QUESTION,AUTHORIZED,QUESTION_CREATED,,QUESTION_CREATED
PASS_TRANSMISSION,PT-007,Pass Transmission,QUESTION_TEXT_INPUT,QA,Texte de la question,INPUT_TEXT,AUTHORIZED,DRAFT_UPDATED,,QUESTION_TEXT_CHANGED
PASS_TRANSMISSION,PT-008,Pass Transmission,TAB_OVERVIEW,DEAL_DETAIL,Aperçu,SHOW_TAB,GUEST,TAB_OVERVIEW,,TAB_VIEWED
PASS_TRANSMISSION,PT-008,Pass Transmission,TAB_FINANCIALS,DEAL_DETAIL,Données financières,SHOW_TAB,AUTHORIZED,TAB_FINANCIALS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-008,Pass Transmission,TAB_TRANSACTION,DEAL_DETAIL,Transaction,SHOW_TAB,AUTHORIZED,TAB_TRANSACTION,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-008,Pass Transmission,TAB_RISKS,DEAL_DETAIL,Risques,SHOW_TAB,AUTHORIZED,TAB_RISKS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-008,Pass Transmission,TAB_DOCUMENTS,DEAL_DETAIL,Documents,SHOW_TAB,AUTHORIZED,TAB_DOCUMENTS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-008,Pass Transmission,TAB_QA,DEAL_DETAIL,Q&R,SHOW_TAB,AUTHORIZED,TAB_QA,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-008,Pass Transmission,OPEN_VDR,DEAL_DETAIL,Ouvrir la VDR,OPEN_VDR,AUTHORIZED,VDR_HOME,,VDR_OPEN_ATTEMPT
PASS_TRANSMISSION,PT-008,Pass Transmission,TOGGLE_FAVORITE,DEAL_DETAIL,Favoris,TOGGLE_FAVORITE,GUEST,FAVORITE_UPDATED,,FAVORITE_UPDATED
PASS_TRANSMISSION,PT-008,Pass Transmission,CONTACT_SELLER,DEAL_DETAIL,Contacter le cédant,REQUEST_CONTACT,AUTHORIZED,CONTACT_REQUESTED,,CONTACT_REQUEST_CREATED
PASS_TRANSMISSION,PT-008,Pass Transmission,EXPRESS_INTEREST,TRANSACTION,Manifester mon intérêt,EXPRESS_INTEREST,QUALIFIED,INTEREST_RECORDED,,INTEREST_RECORDED
PASS_TRANSMISSION,PT-008,Pass Transmission,REQUEST_MEETING,TRANSACTION,Demander une réunion management,REQUEST_MEETING,AUTHORIZED,MEETING_REQUESTED,,MEETING_REQUESTED
PASS_TRANSMISSION,PT-008,Pass Transmission,OPEN_DOCUMENT,DOCUMENTS,Ouvrir,OPEN_DOCUMENT,AUTHORIZED,DOCUMENT_VIEWER,,DOCUMENT_VIEWED
PASS_TRANSMISSION,PT-008,Pass Transmission,DOWNLOAD_DOCUMENT,VDR,Télécharger,DOWNLOAD_DOCUMENT,AUTHORIZED,DOWNLOAD_ALLOWED,DOWNLOAD_BLOCKED,DOWNLOAD_ATTEMPT
PASS_TRANSMISSION,PT-008,Pass Transmission,ASK_QUESTION,QA,Poser une question,ASK_QUESTION,AUTHORIZED,QUESTION_CREATED,,QUESTION_CREATED
PASS_TRANSMISSION,PT-008,Pass Transmission,DEV_SET_PROFILE,DEV_TOOLS,Profil d’accès,SET_PROFILE,GUEST,PROFILE_CHANGED,,DEV_PROFILE_CHANGED
PASS_TRANSMISSION,PT-008,Pass Transmission,NAV_OPPORTUNITIES,GLOBAL_NAV,Entreprises à céder,NAVIGATE_REFERENCE,GUEST,TAB_OVERVIEW,,NAVIGATION
PASS_TRANSMISSION,PT-008,Pass Transmission,NAV_BUYERS,GLOBAL_NAV,Repreneurs,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-008,Pass Transmission,NAV_SERVICES,GLOBAL_NAV,Services,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-008,Pass Transmission,NAV_RESOURCES,GLOBAL_NAV,Ressources,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-008,Pass Transmission,NAV_ABOUT,GLOBAL_NAV,À propos,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-008,Pass Transmission,BACK_TO_OPPORTUNITIES,DEAL_DETAIL,Retour aux opportunités,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-008,Pass Transmission,DOCUMENT_SEARCH,DOCUMENTS,Rechercher un document,FILTER_INPUT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-008,Pass Transmission,DOCUMENT_FOLDER_FILTER,DOCUMENTS,Filtrer par dossier,FILTER_SELECT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-008,Pass Transmission,QA_STATUS_FILTER,QA,Filtrer les Q&R,FILTER_SELECT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-008,Pass Transmission,VDR_BACK,VDR,Retour au dossier,CLOSE_VDR,AUTHORIZED,TAB_OVERVIEW,,VDR_CLOSED
PASS_TRANSMISSION,PT-008,Pass Transmission,VDR_SEARCH,VDR,Rechercher dans la VDR,FILTER_INPUT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-008,Pass Transmission,VDR_SELECT_FOLDER,VDR,Sélectionner un dossier,SELECT_FOLDER,AUTHORIZED,VDR_FOLDER_SELECTED,,VDR_FOLDER_SELECTED
PASS_TRANSMISSION,PT-008,Pass Transmission,VDR_SELECT_DOCUMENT,VDR,Sélectionner un document,SELECT_DOCUMENT,AUTHORIZED,DOCUMENT_VIEWER,,DOCUMENT_VIEWED
PASS_TRANSMISSION,PT-008,Pass Transmission,MODAL_CLOSE,MODAL,Fermer,CLOSE_MODAL,GUEST,MODAL_CLOSED,,MODAL_CLOSED
PASS_TRANSMISSION,PT-008,Pass Transmission,QUESTION_SUBMIT,QA,Créer la question,SUBMIT_QUESTION,AUTHORIZED,QUESTION_CREATED,,QUESTION_CREATED
PASS_TRANSMISSION,PT-008,Pass Transmission,QUESTION_TEXT_INPUT,QA,Texte de la question,INPUT_TEXT,AUTHORIZED,DRAFT_UPDATED,,QUESTION_TEXT_CHANGED
PASS_TRANSMISSION,PT-009,Pass Transmission,TAB_OVERVIEW,DEAL_DETAIL,Aperçu,SHOW_TAB,GUEST,TAB_OVERVIEW,,TAB_VIEWED
PASS_TRANSMISSION,PT-009,Pass Transmission,TAB_FINANCIALS,DEAL_DETAIL,Données financières,SHOW_TAB,AUTHORIZED,TAB_FINANCIALS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-009,Pass Transmission,TAB_TRANSACTION,DEAL_DETAIL,Transaction,SHOW_TAB,AUTHORIZED,TAB_TRANSACTION,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-009,Pass Transmission,TAB_RISKS,DEAL_DETAIL,Risques,SHOW_TAB,AUTHORIZED,TAB_RISKS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-009,Pass Transmission,TAB_DOCUMENTS,DEAL_DETAIL,Documents,SHOW_TAB,AUTHORIZED,TAB_DOCUMENTS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-009,Pass Transmission,TAB_QA,DEAL_DETAIL,Q&R,SHOW_TAB,AUTHORIZED,TAB_QA,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-009,Pass Transmission,OPEN_VDR,DEAL_DETAIL,Ouvrir la VDR,OPEN_VDR,AUTHORIZED,VDR_HOME,,VDR_OPEN_ATTEMPT
PASS_TRANSMISSION,PT-009,Pass Transmission,TOGGLE_FAVORITE,DEAL_DETAIL,Favoris,TOGGLE_FAVORITE,GUEST,FAVORITE_UPDATED,,FAVORITE_UPDATED
PASS_TRANSMISSION,PT-009,Pass Transmission,CONTACT_SELLER,DEAL_DETAIL,Contacter le cédant,REQUEST_CONTACT,AUTHORIZED,CONTACT_REQUESTED,,CONTACT_REQUEST_CREATED
PASS_TRANSMISSION,PT-009,Pass Transmission,EXPRESS_INTEREST,TRANSACTION,Manifester mon intérêt,EXPRESS_INTEREST,QUALIFIED,INTEREST_RECORDED,,INTEREST_RECORDED
PASS_TRANSMISSION,PT-009,Pass Transmission,REQUEST_MEETING,TRANSACTION,Demander une réunion management,REQUEST_MEETING,AUTHORIZED,MEETING_REQUESTED,,MEETING_REQUESTED
PASS_TRANSMISSION,PT-009,Pass Transmission,OPEN_DOCUMENT,DOCUMENTS,Ouvrir,OPEN_DOCUMENT,AUTHORIZED,DOCUMENT_VIEWER,,DOCUMENT_VIEWED
PASS_TRANSMISSION,PT-009,Pass Transmission,DOWNLOAD_DOCUMENT,VDR,Télécharger,DOWNLOAD_DOCUMENT,AUTHORIZED,DOWNLOAD_ALLOWED,DOWNLOAD_BLOCKED,DOWNLOAD_ATTEMPT
PASS_TRANSMISSION,PT-009,Pass Transmission,ASK_QUESTION,QA,Poser une question,ASK_QUESTION,AUTHORIZED,QUESTION_CREATED,,QUESTION_CREATED
PASS_TRANSMISSION,PT-009,Pass Transmission,DEV_SET_PROFILE,DEV_TOOLS,Profil d’accès,SET_PROFILE,GUEST,PROFILE_CHANGED,,DEV_PROFILE_CHANGED
PASS_TRANSMISSION,PT-009,Pass Transmission,NAV_OPPORTUNITIES,GLOBAL_NAV,Entreprises à céder,NAVIGATE_REFERENCE,GUEST,TAB_OVERVIEW,,NAVIGATION
PASS_TRANSMISSION,PT-009,Pass Transmission,NAV_BUYERS,GLOBAL_NAV,Repreneurs,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-009,Pass Transmission,NAV_SERVICES,GLOBAL_NAV,Services,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-009,Pass Transmission,NAV_RESOURCES,GLOBAL_NAV,Ressources,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-009,Pass Transmission,NAV_ABOUT,GLOBAL_NAV,À propos,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-009,Pass Transmission,BACK_TO_OPPORTUNITIES,DEAL_DETAIL,Retour aux opportunités,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-009,Pass Transmission,DOCUMENT_SEARCH,DOCUMENTS,Rechercher un document,FILTER_INPUT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-009,Pass Transmission,DOCUMENT_FOLDER_FILTER,DOCUMENTS,Filtrer par dossier,FILTER_SELECT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-009,Pass Transmission,QA_STATUS_FILTER,QA,Filtrer les Q&R,FILTER_SELECT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-009,Pass Transmission,VDR_BACK,VDR,Retour au dossier,CLOSE_VDR,AUTHORIZED,TAB_OVERVIEW,,VDR_CLOSED
PASS_TRANSMISSION,PT-009,Pass Transmission,VDR_SEARCH,VDR,Rechercher dans la VDR,FILTER_INPUT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-009,Pass Transmission,VDR_SELECT_FOLDER,VDR,Sélectionner un dossier,SELECT_FOLDER,AUTHORIZED,VDR_FOLDER_SELECTED,,VDR_FOLDER_SELECTED
PASS_TRANSMISSION,PT-009,Pass Transmission,VDR_SELECT_DOCUMENT,VDR,Sélectionner un document,SELECT_DOCUMENT,AUTHORIZED,DOCUMENT_VIEWER,,DOCUMENT_VIEWED
PASS_TRANSMISSION,PT-009,Pass Transmission,MODAL_CLOSE,MODAL,Fermer,CLOSE_MODAL,GUEST,MODAL_CLOSED,,MODAL_CLOSED
